f 1m 1f 2m 2f 3m 3f 4m 4f 5m 5f 6m 6f 7m 7f 8m 8f 9m 9f 10m 10f 11m 11f 12m 12f 13m 13f 14m 14f 15m 15f jV0500m jV0500f jV0800m jV0800f jV1000m jV1000f jV1400m jV1400f jV1500m jV1500f 
4.13201e+009 0.000568078 -24.9155 0.00124776 0.692927 0.0653433 179.459 0.404224 3.99229 0 0 8.5318e-005 39.6119 8.7933e-005 -23.1578 0 0 0.176131 88.7568 1 0 0.184173 -76.5288 8.79658e-005 -14.924 9.77838e-005 1.15959 0 180 0 180 4.19782e-006 93.9923 9.13174e-010 66.8422 5.80003e-005 -94.0232 1.1313e-008 79.6557 1.98561e-005 66.2855 
4.22924e+009 0.000540961 -25.2026 0.00124871 0.822815 0.0627604 178.118 0.404732 4.0522 0 0 8.40342e-005 38.3536 8.47753e-005 -23.1927 0 0 0.172214 88.2709 1 0 0.180275 -76.6826 8.4105e-005 -14.6914 9.55436e-005 0.700112 0 180 0 180 4.30199e-006 94.0522 9.01097e-010 66.8073 5.93115e-005 -94.0223 1.12517e-008 79.4776 2.02755e-005 66.3776 
4.32876e+009 0.000515301 -25.4863 0.00124974 0.951038 0.060277 176.777 0.405255 4.11167 0 0 8.2851e-005 37.1409 8.17744e-005 -23.2006 0 0 0.168377 87.7847 1 0 0.176462 -76.8322 8.0421e-005 -14.4385 9.3467e-005 0.260814 0 180 0 180 4.40892e-006 94.1117 8.89654e-010 66.7994 6.06517e-005 -94.022 1.12012e-008 79.3239 2.07021e-005 66.4561 
4.43062e+009 0.000491016 -25.7673 0.00125083 1.07752 0.0578898 175.436 0.405794 4.17062 0 0 8.17618e-005 35.9731 7.89226e-005 -23.182 0 0 0.164618 87.2982 1 0 0.172731 -76.9778 7.69059e-005 -14.1666 9.15436e-005 -0.157704 0 180 0 180 4.51867e-006 94.1706 8.78832e-010 66.818 6.20215e-005 -94.0223 1.11614e-008 79.1941 2.11358e-005 66.5217 
4.53488e+009 0.000468032 -26.0465 0.001252 1.20217 0.0555959 174.093 0.406349 4.22897 0 0 8.07601e-005 34.8494 7.62123e-005 -23.1375 0 0 0.160936 86.8112 1 0 0.169081 -77.1194 7.35523e-005 -13.877 8.97636e-005 -0.55495 0 180 0 180 4.63132e-006 94.229 8.68621e-010 66.8625 6.34215e-005 -94.0233 1.11319e-008 79.0877 2.15765e-005 66.5748 
4.64159e+009 0.000446276 -26.3244 0.00125325 1.32491 0.0533921 172.75 0.406921 4.28661 0 0 7.98401e-005 33.769 7.36362e-005 -23.068 0 0 0.157331 86.3237 1 0 0.165511 -77.2574 7.03529e-005 -13.571 8.81177e-005 -0.930549 0 180 0 180 4.74697e-006 94.2866 8.59009e-010 66.932 6.48524e-005 -94.0248 1.11128e-008 79.0041 2.20241e-005 66.6161 
4.75081e+009 0.000425679 -26.6018 0.00125456 1.44566 0.0512755 171.406 0.407508 4.34347 0 0 7.89961e-005 32.7308 7.11875e-005 -22.974 0 0 0.1538 85.8356 1 0 0.162018 -77.3918 6.73007e-005 -13.2499 8.6597e-005 -1.28424 0 180 0 180 4.86568e-006 94.3435 8.49985e-010 67.026 6.63147e-005 -94.0267 1.11038e-008 78.9427 2.24785e-005 66.6459 
4.8626e+009 0.000406178 -26.8794 0.00125594 1.56434 0.0492431 170.061 0.408112 4.39944 0 0 7.82229e-005 31.7338 6.88596e-005 -22.8563 0 0 0.150344 85.3468 1 0 0.158602 -77.5229 6.4389e-005 -12.9151 8.51933e-005 -1.61589 0 180 0 180 4.98756e-006 94.3994 8.41537e-010 67.1437 6.7809e-005 -94.0291 1.11048e-008 78.9028 2.29397e-005 66.6649 
4.97702e+009 0.00038771 -27.1579 0.00125739 1.68085 0.0472921 168.715 0.408732 4.45444 0 0 7.75156e-005 30.7769 6.66462e-005 -22.7156 0 0 0.146961 84.8571 1 0 0.15526 -77.6508 6.16113e-005 -12.5678 8.38987e-005 -1.92547 0 180 0 180 5.11268e-006 94.4544 8.33653e-010 67.2844 6.93361e-005 -94.0319 1.11157e-008 78.8838 2.34075e-005 66.6735 
5.09414e+009 0.000370219 -27.438 0.00125891 1.79512 0.0454195 167.367 0.409369 4.50836 0 0 7.68697e-005 29.8588 6.45414e-005 -22.5527 0 0 0.143649 84.3666 1 0 0.151992 -77.7757 5.89615e-005 -12.2094 8.27058e-005 -2.21309 0 180 0 180 5.24113e-006 94.5084 8.26322e-010 67.4473 7.08965e-005 -94.035 1.11362e-008 78.8848 2.38819e-005 66.6723 
5.21401e+009 0.000353649 -27.7203 0.0012605 1.90705 0.0436228 166.018 0.410021 4.56111 0 0 7.62809e-005 28.9782 6.25395e-005 -22.3682 0 0 0.140408 83.8752 1 0 0.148795 -77.8978 5.64336e-005 -11.8413 8.16078e-005 -2.47894 0 180 0 180 5.37302e-006 94.5611 8.19532e-010 67.6318 7.2491e-005 -94.0384 1.11664e-008 78.9051 2.43627e-005 66.6618 
5.3367e+009 0.000337948 -28.0057 0.00126215 2.01655 0.041899 164.667 0.41069 4.61259 0 0 7.57452e-005 28.1339 6.06351e-005 -22.1629 0 0 0.137237 83.3827 1 0 0.145668 -78.0172 5.40219e-005 -11.4648 8.05982e-005 -2.72334 0 180 0 180 5.50842e-006 94.6126 8.13273e-010 67.8371 7.41202e-005 -94.042 1.12059e-008 78.9438 2.48499e-005 66.6425 
5.46228e+009 0.000323069 -28.2946 0.00126387 2.12355 0.0402458 163.314 0.411375 4.66269 0 0 7.5259e-005 27.3245 5.88229e-005 -21.9375 0 0 0.134135 82.8891 1 0 0.142609 -78.1343 5.17209e-005 -11.0812 7.96707e-005 -2.94671 0 180 0 180 5.64744e-006 94.6627 8.07533e-010 68.0625 7.57849e-005 -94.0458 1.12549e-008 79.0002 2.53433e-005 66.615 
5.59081e+009 0.000308964 -28.5877 0.00126565 2.22796 0.0386604 161.959 0.412076 4.71132 0 0 7.48186e-005 26.5488 5.70982e-005 -21.6927 0 0 0.1311 82.3943 1 0 0.139617 -78.249 4.95254e-005 -10.6919 7.88198e-005 -3.14955 0 180 0 180 5.79017e-006 94.7113 8.02301e-010 68.3073 7.74857e-005 -94.0496 1.13131e-008 79.0734 2.58428e-005 66.5797 
5.72237e+009 0.00029559 -28.8857 0.00126749 2.32968 0.0371404 160.602 0.412792 4.75839 0 0 7.4421e-005 25.8053 5.54562e-005 -21.4291 0 0 0.128132 81.8982 1 0 0.136691 -78.3617 4.74303e-005 -10.298 7.80401e-005 -3.33243 0 180 0 180 5.93672e-006 94.7584 7.97565e-010 68.5709 7.92234e-005 -94.0534 1.13804e-008 79.1624 2.63483e-005 66.5371 
5.85702e+009 0.000282906 -29.189 0.0012694 2.42864 0.0356834 159.243 0.413523 4.80378 0 0 7.40631e-005 25.0926 5.38926e-005 -21.1474 0 0 0.125229 81.4008 1 0 0.133828 -78.4725 4.54309e-005 -9.90099 7.73266e-005 -3.49601 0 180 0 180 6.08718e-006 94.8038 7.93315e-010 68.8526 8.09988e-005 -94.0572 1.14567e-008 79.2666 2.68597e-005 66.4879 
5.99484e+009 0.000270873 -29.4983 0.00127136 2.52476 0.0342869 157.882 0.414269 4.84741 0 0 7.37421e-005 24.4095 5.2403e-005 -20.8484 0 0 0.122391 80.902 1 0 0.131028 -78.5815 4.35225e-005 -9.50201 7.66746e-005 -3.64101 0 180 0 180 6.24167e-006 94.8474 7.89539e-010 69.1516 8.28126e-005 -94.0609 1.1542e-008 79.385 2.73769e-005 66.4324 
6.13591e+009 0.000259455 -29.8141 0.00127339 2.61794 0.0329487 156.519 0.41503 4.88918 0 0 7.34554e-005 23.7546 5.09835e-005 -20.5325 0 0 0.119616 80.4017 1 0 0.128288 -78.6889 4.17008e-005 -9.10233 7.60798e-005 -3.76818 0 180 0 180 6.40027e-006 94.8892 7.86228e-010 69.4675 8.46657e-005 -94.0644 1.16362e-008 79.5166 2.78998e-005 66.3713 
6.28029e+009 0.000248616 -30.1369 0.00127547 2.70813 0.0316667 155.153 0.415805 4.92899 0 0 7.32005e-005 23.1267 4.96303e-005 -20.2005 0 0 0.116904 79.8998 1 0 0.125609 -78.795 3.99616e-005 -8.70316 7.5538e-005 -3.87834 0 180 0 180 6.56311e-006 94.929 7.8337e-010 69.7995 8.65588e-005 -94.0676 1.17391e-008 79.6608 2.84282e-005 66.3049 
6.42807e+009 0.000238326 -30.4671 0.0012776 2.79523 0.0304385 153.785 0.416594 4.96676 0 0 7.29752e-005 22.5243 4.83399e-005 -19.8528 0 0 0.114253 79.3964 1 0 0.122987 -78.8997 3.8301e-005 -8.30568 7.50455e-005 -3.97231 0 180 0 180 6.73029e-006 94.9668 7.80955e-010 70.1472 8.84928e-005 -94.0705 1.18509e-008 79.8166 2.89621e-005 66.234 
6.57933e+009 0.000228552 -30.8052 0.00127979 2.87918 0.0292622 152.414 0.417396 5.00239 0 0 7.27772e-005 21.9463 4.71087e-005 -19.4901 0 0 0.111663 78.8912 1 0 0.120422 -79.0035 3.67151e-005 -7.91104 7.45988e-005 -4.05096 0 180 0 180 6.90193e-006 95.0024 7.78973e-010 70.5099 9.04686e-005 -94.0731 1.19713e-008 79.9832 2.95012e-005 66.1588 
6.73415e+009 0.000219266 -31.1515 0.00128202 2.9599 0.0281356 151.041 0.418211 5.03581 0 0 7.26048e-005 21.3915 4.59335e-005 -19.1128 0 0 0.109132 78.3842 1 0 0.117912 -79.1062 3.52004e-005 -7.52037 7.41945e-005 -4.11517 0 180 0 180 7.07813e-006 95.0358 7.77414e-010 70.8872 9.24871e-005 -94.0751 1.21003e-008 80.1597 3.00456e-005 66.0801 
6.89261e+009 0.00021044 -31.5064 0.0012843 3.03734 0.0270569 149.666 0.419038 5.06692 0 0 7.24559e-005 20.8586 4.48113e-005 -18.7214 0 0 0.10666 77.8754 1 0 0.115456 -79.2082 3.37533e-005 -7.13475 7.38295e-005 -4.16581 0 180 0 180 7.25901e-006 95.0669 7.76268e-010 71.2786 9.45491e-005 -94.0767 1.22379e-008 80.3455 3.0595e-005 65.9982 
7.0548e+009 0.00020205 -31.8702 0.00128663 3.11143 0.0260241 148.288 0.419876 5.09566 0 0 7.23289e-005 20.3466 4.37392e-005 -18.3164 0 0 0.104245 77.3648 1 0 0.113052 -79.3095 3.23707e-005 -6.75524 7.35011e-005 -4.20376 0 180 0 180 7.44468e-006 95.0957 7.75525e-010 71.6836 9.66557e-005 -94.0776 1.23841e-008 80.5397 3.11494e-005 65.9138 
7.22081e+009 0.00019407 -32.2432 0.001289 3.18213 0.0250354 146.907 0.420726 5.12196 0 0 7.22221e-005 19.8543 4.27144e-005 -17.8982 0 0 0.101887 76.8522 1 0 0.1107 -79.4104 3.10494e-005 -6.38287 7.32065e-005 -4.22991 0 180 0 180 7.63527e-006 95.122 7.75176e-010 72.1018 9.88078e-005 -94.0779 1.25389e-008 80.7416 3.17087e-005 65.8273 
7.39072e+009 0.000186478 -32.6255 0.00129141 3.24936 0.024089 145.524 0.421585 5.14574 0 0 7.21341e-005 19.3807 4.17344e-005 -17.4672 0 0 0.099585 76.3375 1 0 0.108398 -79.5108 2.97865e-005 -6.01861 7.29432e-005 -4.24512 0 180 0 180 7.8309e-006 95.1457 7.75212e-010 72.5328 0.000101006 -94.0775 1.27021e-008 80.9504 3.22728e-005 65.7392 
7.56463e+009 0.000179253 -33.0175 0.00129386 3.31311 0.0231832 144.139 0.422453 5.16695 0 0 7.20634e-005 18.9247 4.07966e-005 -17.0237 0 0 0.0973376 75.8208 1 0 0.106145 -79.6111 2.85793e-005 -5.66343 7.2709e-005 -4.25022 0 180 0 180 8.03168e-006 95.1669 7.75624e-010 72.9763 0.000103253 -94.0763 1.28738e-008 81.1656 3.28416e-005 65.6501 
7.74264e+009 0.000172374 -33.4192 0.00129635 3.37332 0.0223164 142.752 0.42333 5.18553 0 0 7.20087e-005 18.4854 3.98987e-005 -16.568 0 0 0.0951441 75.3019 1 0 0.103939 -79.7111 2.7425e-005 -5.31825 7.25017e-005 -4.24606 0 180 0 180 8.23774e-006 95.1855 7.76403e-010 73.432 0.000105547 -94.0742 1.3054e-008 81.3864 3.3415e-005 65.5605 
7.92483e+009 0.000165823 -33.8307 0.00129886 3.42996 0.0214869 141.362 0.424215 5.20143 0 0 7.19688e-005 18.0619 3.90385e-005 -16.1005 0 0 0.0930037 74.7808 1 0 0.10178 -79.8112 2.63211e-005 -4.98395 7.23192e-005 -4.23343 0 180 0 180 8.4492e-006 95.2014 7.77541e-010 73.8995 0.000107892 -94.0712 1.32427e-008 81.6121 3.39929e-005 65.4708 
8.11131e+009 0.000159581 -34.2521 0.0013014 3.48301 0.0206932 139.97 0.425106 5.21462 0 0 7.19425e-005 17.6532 3.8214e-005 -15.6214 0 0 0.0909153 74.2574 1 0 0.0996662 -79.9113 2.52653e-005 -4.66139 7.21598e-005 -4.21311 0 180 0 180 8.66619e-006 95.2146 7.79029e-010 74.3786 0.000110287 -94.0673 1.34399e-008 81.8424 3.45753e-005 65.3817 
8.30218e+009 0.000153631 -34.6834 0.00130397 3.53245 0.0199339 138.576 0.426003 5.22505 0 0 7.19288e-005 17.2586 3.74232e-005 -15.1309 0 0 0.0888782 73.7317 1 0 0.0975962 -80.0116 2.42553e-005 -4.35137 7.20216e-005 -4.18584 0 180 0 180 8.88884e-006 95.2251 7.80859e-010 74.8691 0.000112735 -94.0623 1.36456e-008 82.0764 3.51622e-005 65.2935 
8.49753e+009 0.000147958 -35.1246 0.00130656 3.57826 0.0192075 137.18 0.426906 5.2327 0 0 7.19266e-005 16.8772 3.66642e-005 -14.6292 0 0 0.0868914 73.2035 1 0 0.0955692 -80.1121 2.32891e-005 -4.0547 7.19031e-005 -4.15233 0 180 0 180 9.11727e-006 95.2327 7.83025e-010 75.3708 0.000115235 -94.0563 1.38598e-008 82.3138 3.57534e-005 65.2068 
8.69749e+009 0.000142547 -35.5756 0.00130918 3.62045 0.0185125 135.782 0.427812 5.23756 0 0 7.19349e-005 16.5083 3.59353e-005 -14.1165 0 0 0.0849541 72.6729 1 0 0.0935842 -80.213 2.23644e-005 -3.77213 7.18027e-005 -4.11327 0 180 0 180 9.35162e-006 95.2376 7.85517e-010 75.8835 0.000117791 -94.0492 1.40826e-008 82.554 3.6349e-005 65.1221 
8.90215e+009 0.000137384 -36.0363 0.0013118 3.65901 0.0178478 134.382 0.428722 5.2396 0 0 7.1953e-005 16.1511 3.52349e-005 -13.593 0 0 0.0830655 72.1398 1 0 0.09164 -80.3142 2.14796e-005 -3.5044 7.1719e-005 -4.0693 0 180 0 180 9.59202e-006 95.2396 7.88329e-010 76.407 0.000120402 -94.0409 1.43138e-008 82.7965 3.6949e-005 65.0399 
9.11163e+009 0.000132454 -36.5065 0.00131444 3.69396 0.017212 132.981 0.429633 5.23882 0 0 7.19799e-005 15.8051 3.45613e-005 -13.0588 0 0 0.0812246 71.604 1 0 0.0897357 -80.4159 2.06327e-005 -3.25219 7.16508e-005 -4.02103 0 180 0 180 9.83861e-006 95.2388 7.91455e-010 76.9412 0.00012307 -94.0314 1.45537e-008 83.041 3.75533e-005 64.9606 
9.32603e+009 0.000127747 -36.9861 0.00131709 3.72532 0.0166039 131.578 0.430546 5.23523 0 0 7.20148e-005 15.4694 3.39132e-005 -12.5139 0 0 0.0794306 71.0656 1 0 0.0878702 -80.5181 1.98221e-005 -3.0162 7.15968e-005 -3.96904 0 180 0 180 1.00915e-005 95.2352 7.94887e-010 77.4861 0.000125797 -94.0207 1.48022e-008 83.2869 3.81621e-005 64.8847 
9.54548e+009 0.00012325 -37.4749 0.00131975 3.7531 0.0160223 130.174 0.431459 5.22883 0 0 7.20571e-005 15.1437 3.3289e-005 -11.9586 0 0 0.0776827 70.5245 1 0 0.0860427 -80.6208 1.90461e-005 -2.79707 7.15558e-005 -3.91387 0 180 0 180 1.03509e-005 95.2288 7.98618e-010 78.0414 0.000128584 -94.0087 1.50594e-008 83.534 3.87753e-005 64.8127 
9.7701e+009 0.000118951 -37.9725 0.00132241 3.77734 0.015466 128.769 0.432371 5.21963 0 0 7.2106e-005 14.8272 3.26876e-005 -11.3928 0 0 0.07598 69.9805 1 0 0.0842522 -80.7241 1.83032e-005 -2.59542 7.15269e-005 -3.85602 0 180 0 180 1.06169e-005 95.2196 8.02643e-010 78.6072 0.000131432 -93.9955 1.53253e-008 83.7817 3.93931e-005 64.745 
1e+010 0.000114842 -38.4788 0.00132507 3.79808 0.0149341 127.363 0.433282 5.20768 0 0 7.21609e-005 14.5196 3.21077e-005 -10.8167 0 0 0.0743218 69.4337 1 0 0.0824978 -80.8281 1.75919e-005 -2.41188 7.1509e-005 -3.79597 0 180 0 180 1.08896e-005 95.2077 8.06955e-010 79.1833 0.000134343 -93.9809 1.56e-008 84.0299 4.00154e-005 64.682 
1.02353e+010 0.000110911 -38.9933 0.00132772 3.81536 0.0144254 125.956 0.434189 5.19299 0 0 7.22211e-005 14.2202 3.15482e-005 -10.2303 0 0 0.0727072 68.884 1 0 0.0807787 -80.9326 1.6911e-005 -2.24701 7.15011e-005 -3.73415 0 180 0 180 1.11692e-005 95.193 8.11549e-010 79.7697 0.000137319 -93.965 1.58834e-008 84.2782 4.06425e-005 64.6242 
1.04762e+010 0.000107149 -39.5158 0.00133037 3.82925 0.0139389 124.548 0.435094 5.1756 0 0 7.22862e-005 13.9286 3.10078e-005 -9.63354 0 0 0.0711354 68.3313 1 0 0.079094 -81.0377 1.62591e-005 -2.10139 7.15026e-005 -3.67097 0 180 0 180 1.14558e-005 95.1756 8.16419e-010 80.3665 0.000140361 -93.9478 1.61758e-008 84.5263 4.12745e-005 64.572 
1.07227e+010 0.000103549 -40.0458 0.00133301 3.83979 0.0134737 123.14 0.435993 5.15557 0 0 7.23555e-005 13.6445 3.04857e-005 -9.02659 0 0 0.0696056 67.7755 1 0 0.0774429 -81.1435 1.5635e-005 -1.97557 7.15124e-005 -3.6068 0 180 0 180 1.17496e-005 95.1556 8.2156e-010 80.9734 0.00014347 -93.9292 1.6477e-008 84.774 4.19115e-005 64.5258 
1.0975e+010 0.0001001 -40.5829 0.00133564 3.84706 0.0130288 121.732 0.436887 5.13294 0 0 7.24286e-005 13.3673 2.99808e-005 -8.40944 0 0 0.068117 67.2166 1 0 0.0758246 -81.2499 1.50375e-005 -1.87007 7.153e-005 -3.54198 0 180 0 180 1.20507e-005 95.1329 8.26966e-010 81.5906 0.000146649 -93.9093 1.67873e-008 85.0209 4.25537e-005 64.486 
1.12332e+010 9.67967e-005 -41.1268 0.00133825 3.85112 0.0126034 120.324 0.437774 5.10777 0 0 7.2505e-005 13.0968 2.94923e-005 -7.78213 0 0 0.0666689 66.6546 1 0 0.0742385 -81.3569 1.44655e-005 -1.78539 7.15546e-005 -3.47682 0 180 0 180 1.23593e-005 95.1078 8.32632e-010 82.2179 0.0001499 -93.888 1.71067e-008 85.2669 4.32014e-005 64.4528 
1.14976e+010 9.36306e-005 -41.6769 0.00134084 3.85206 0.0121966 118.917 0.438654 5.08012 0 0 7.25843e-005 12.8326 2.90192e-005 -7.14468 0 0 0.0652603 66.0894 1 0 0.0726837 -81.4645 1.39181e-005 -1.72204 7.15855e-005 -3.4116 0 180 0 180 1.26756e-005 95.0801 8.38554e-010 82.8553 0.000153223 -93.8654 1.74352e-008 85.5118 4.38547e-005 64.4266 
1.17681e+010 9.0595e-005 -42.2329 0.00134342 3.84996 0.0118076 117.509 0.439526 5.05007 0 0 7.2666e-005 12.5744 2.85607e-005 -6.49713 0 0 0.0638906 65.5208 1 0 0.0711596 -81.5726 1.33941e-005 -1.68048 7.16222e-005 -3.34658 0 180 0 180 1.29996e-005 95.0501 8.44726e-010 83.5029 0.000156622 -93.8414 1.77729e-008 85.7554 4.45139e-005 64.4079 
1.2045e+010 8.76833e-005 -42.7942 0.00134596 3.8449 0.0114355 116.103 0.440389 5.01768 0 0 7.27498e-005 12.3218 2.81161e-005 -5.83952 0 0 0.062559 64.949 1 0 0.0696655 -81.6813 1.28928e-005 -1.66116 7.16641e-005 -3.28199 0 180 0 180 1.33317e-005 95.0177 8.51144e-010 84.1605 0.000160097 -93.8161 1.81199e-008 85.9974 4.51794e-005 64.3968 
1.23285e+010 8.48895e-005 -43.3603 0.00134849 3.83697 0.0110798 114.697 0.441242 4.98305 0 0 7.28352e-005 12.0747 2.76846e-005 -5.1719 0 0 0.0612647 64.3738 1 0 0.0682008 -81.7904 1.24132e-005 -1.6645 7.17107e-005 -3.21802 0 180 0 180 1.36718e-005 94.983 8.57804e-010 84.8281 0.000163651 -93.7896 1.84763e-008 86.2378 4.58515e-005 64.3936 
1.26186e+010 8.22077e-005 -43.9307 0.00135098 3.82628 0.0107395 113.293 0.442084 4.94624 0 0 7.2922e-005 11.8328 2.72656e-005 -4.49431 0 0 0.0600069 63.7951 1 0 0.0667648 -81.9 1.19544e-005 -1.6909 7.17615e-005 -3.15486 0 180 0 180 1.40202e-005 94.9462 8.647e-010 85.5057 0.000167286 -93.7617 1.88422e-008 86.4764 4.65304e-005 64.3985 
1.29155e+010 7.96324e-005 -44.505 0.00135344 3.81292 0.0104141 111.89 0.442916 4.90734 0 0 7.30099e-005 11.5958 2.68584e-005 -3.80682 0 0 0.058785 63.2131 1 0 0.065357 -82.01 1.15157e-005 -1.74072 7.1816e-005 -3.09267 0 180 0 180 1.43771e-005 94.9073 8.71829e-010 86.1932 0.000171004 -93.7327 1.92176e-008 86.7129 4.72167e-005 64.4119 
1.32194e+010 7.71585e-005 -45.0825 0.00135587 3.79699 0.010103 110.489 0.443735 4.86646 0 0 7.30985e-005 11.3636 2.64624e-005 -3.10949 0 0 0.057598 62.6275 1 0 0.0639767 -82.1203 1.10963e-005 -1.8143 7.18739e-005 -3.03157 0 180 0 180 1.47427e-005 94.8665 8.79186e-010 86.8905 0.000174807 -93.7024 1.96027e-008 86.9475 4.79106e-005 64.4339 
1.35305e+010 7.47811e-005 -45.6628 0.00135827 3.7786 0.00980534 109.09 0.444542 4.82367 0 0 7.31877e-005 11.1359 2.60769e-005 -2.40241 0 0 0.0564454 62.0385 1 0 0.0626234 -82.2309 1.06956e-005 -1.91193 7.19347e-005 -2.9717 0 180 0 180 1.5117e-005 94.8237 8.86766e-010 87.5976 0.000178697 -93.6709 1.99976e-008 87.1798 4.86127e-005 64.4647 
1.38489e+010 7.24955e-005 -46.2453 0.00136063 3.75786 0.00952067 107.693 0.445336 4.77907 0 0 7.32771e-005 10.9125 2.57015e-005 -1.68567 0 0 0.0553263 61.446 1 0 0.0612965 -82.3417 1.03127e-005 -2.03386 7.19982e-005 -2.91314 0 180 0 180 1.55004e-005 94.7791 8.94566e-010 88.3143 0.000182677 -93.6383 2.04023e-008 87.4098 4.93233e-005 64.5044 
1.41747e+010 7.02974e-005 -46.8295 0.00136295 3.73486 0.0092484 106.298 0.446117 4.73276 0 0 7.33665e-005 10.6934 2.53356e-005 -0.959374 0 0 0.0542401 60.8499 1 0 0.0599956 -82.4527 9.94716e-006 -2.18029 7.20639e-005 -2.85598 0 180 0 180 1.58929e-005 94.7328 9.0258e-010 89.0406 0.000186748 -93.6046 2.08169e-008 87.6373 5.00431e-005 64.5532 
1.45083e+010 6.81826e-005 -47.4149 0.00136523 3.70973 0.00898796 104.906 0.446883 4.68485 0 0 7.34557e-005 10.4784 2.49787e-005 -0.223649 0 0 0.053186 60.2503 1 0 0.0587202 -82.5637 9.59823e-006 -2.35135 7.21316e-005 -2.80028 0 180 0 180 1.62948e-005 94.6848 9.10804e-010 89.7764 0.000190914 -93.5698 2.12417e-008 87.8624 5.07724e-005 64.6112 
1.48497e+010 6.61473e-005 -48.0009 0.00136746 3.68258 0.00873883 103.518 0.447635 4.63541 0 0 7.35445e-005 10.2673 2.46303e-005 0.521371 0 0 0.0521633 59.6473 1 0 0.0574697 -82.6749 9.26535e-006 -2.5471 7.2201e-005 -2.7461 0 180 0 180 1.67063e-005 94.6354 9.19234e-010 90.5214 0.000195176 -93.534 2.16765e-008 88.0849 5.15119e-005 64.6784 
1.51991e+010 6.41878e-005 -48.5871 0.00136966 3.6535 0.00850051 102.132 0.448372 4.58457 0 0 7.36328e-005 10.06 2.429e-005 1.27554 0 0 0.0511713 59.0407 1 0 0.0562436 -82.7859 8.94796e-006 -2.76756 7.22718e-005 -2.69347 0 180 0 180 1.71276e-005 94.5846 9.27865e-010 91.2755 0.000199537 -93.4973 2.21217e-008 88.3046 5.22622e-005 64.7549 
1.55568e+010 6.23005e-005 -49.1728 0.00137181 3.62263 0.00827251 100.75 0.449094 4.53241 0 0 7.37203e-005 9.85641 2.39573e-005 2.03868 0 0 0.0502093 58.4307 1 0 0.0550416 -82.8969 8.64551e-006 -3.01262 7.23438e-005 -2.64242 0 180 0 180 1.75589e-005 94.5324 9.36692e-010 92.0387 0.000204 -93.4597 2.25772e-008 88.5216 5.30238e-005 64.8407 
1.59228e+010 6.04821e-005 -49.7577 0.00137392 3.59005 0.00805438 99.3716 0.449801 4.47904 0 0 7.3807e-005 9.65644 2.36319e-005 2.81062 0 0 0.0492766 57.8173 1 0 0.0538632 -83.0077 8.35747e-006 -3.2821 7.24169e-005 -2.59296 0 180 0 180 1.80003e-005 94.479 9.4571e-010 92.8106 0.000208567 -93.4212 2.30433e-008 88.7358 5.37973e-005 64.9358 
1.62975e+010 5.87295e-005 -50.3412 0.00137598 3.55589 0.00784569 97.9973 0.450492 4.42455 0 0 7.38927e-005 9.45997 2.33133e-005 3.59115 0 0 0.0483725 57.2005 1 0 0.0527079 -83.1183 8.08335e-006 -3.57571 7.24907e-005 -2.54509 0 180 0 180 1.84522e-005 94.4245 9.54914e-010 93.5912 0.00021324 -93.3818 2.352e-008 88.947 5.45834e-005 65.0402 
1.6681e+010 5.70398e-005 -50.9229 0.00137799 3.52025 0.007646 96.6274 0.451167 4.36904 0 0 7.39773e-005 9.26694 2.30011e-005 4.38007 0 0 0.0474964 56.5804 1 0 0.0515754 -83.2286 7.82267e-006 -3.89306 7.25651e-005 -2.49881 0 180 0 180 1.89147e-005 94.369 9.64298e-010 94.3801 0.000218024 -93.3418 2.40074e-008 89.1552 5.53828e-005 65.1538 
1.70735e+010 5.54101e-005 -51.5022 0.00137996 3.48324 0.00745493 95.262 0.451825 4.3126 0 0 7.40607e-005 9.07726 2.26951e-005 5.17713 0 0 0.0466476 55.9571 1 0 0.0504652 -83.3385 7.57495e-006 -4.23361 7.264e-005 -2.4541 0 180 0 180 1.9388e-005 94.3126 9.73857e-010 95.1771 0.000222919 -93.301 2.45058e-008 89.3604 5.61962e-005 65.2766 
1.74753e+010 5.38377e-005 -52.0788 0.00138188 3.44496 0.00727209 93.9016 0.452468 4.25534 0 0 7.41428e-005 8.89086 2.23948e-005 5.9821 0 0 0.0458253 55.3306 1 0 0.049377 -83.4479 7.33976e-006 -4.59671 7.27152e-005 -2.41095 0 180 0 180 1.98725e-005 94.2553 9.83585e-010 95.9821 0.00022793 -93.2597 2.50151e-008 89.5624 5.70244e-005 65.4084 
1.78865e+010 5.23201e-005 -52.6521 0.00138375 3.40551 0.00709712 92.5463 0.453094 4.19735 0 0 7.42235e-005 8.70769 2.21e-005 6.79471 0 0 0.0450291 54.7012 1 0 0.0483103 -83.5569 7.11665e-006 -4.98156 7.27906e-005 -2.36933 0 180 0 180 2.03683e-005 94.1974 9.93476e-010 96.7947 0.000233058 -93.2177 2.55356e-008 89.7612 5.78679e-005 65.5491 
1.83074e+010 5.0855e-005 -53.2218 0.00138557 3.365 0.00692967 91.1965 0.453704 4.13871 0 0 7.43027e-005 8.52767 2.18103e-005 7.61468 0 0 0.0442582 54.0688 1 0 0.0472648 -83.6653 6.9052e-006 -5.38724 7.2866e-005 -2.32919 0 180 0 180 2.08756e-005 94.1387 1.00352e-009 97.6147 0.000238308 -93.1752 2.60675e-008 89.9568 5.87277e-005 65.6987 
