f 1m 1f 2m 2f 3m 3f 4m 4f 5m 5f 6m 6f 7m 7f 8m 8f jV0400m jV0400f jV0600m jV0600f jV0200m jV0200f jV0800m jV0800f 
2.36449e+008 0.455642 68.9826 0 0 0.389807 0.355545 0 0 1.0343 160.198 1 0 0.0119473 -42.8818 0 180 2.71623e-005 158.528 3.95871e-006 -93.1747 4.7229e-005 69.7646 6.1141e-005 -85.33 
2.42013e+008 0.443975 68.5231 0 0 0.389818 0.363529 0 0 1.03167 159.766 1 0 0.0118737 -42.8385 0 180 2.70936e-005 158.058 4.04893e-006 -93.236 4.60965e-005 69.3604 5.97542e-005 -85.2484 
2.47708e+008 0.432558 68.055 0 0 0.389828 0.371674 0 0 1.02894 159.326 1 0 0.0118009 -42.8109 0 180 2.70223e-005 157.579 4.14109e-006 -93.2979 4.49894e-005 68.9515 5.83987e-005 -85.1665 
2.53536e+008 0.421385 67.5784 0 0 0.38984 0.379981 0 0 1.0261 158.877 1 0 0.0117286 -42.7989 0 180 2.69482e-005 157.092 4.23523e-006 -93.3604 4.39073e-005 68.5382 5.70735e-005 -85.0844 
2.59502e+008 0.410451 67.0932 0 0 0.389851 0.388452 0 0 1.02316 158.421 1 0 0.0116569 -42.8025 0 180 2.68712e-005 156.595 4.33137e-006 -93.4234 4.28495e-005 68.1206 5.57781e-005 -85.0021 
2.65609e+008 0.399749 66.5993 0 0 0.389864 0.397092 0 0 1.02009 157.956 1 0 0.0115855 -42.8219 0 180 2.67912e-005 156.09 4.42957e-006 -93.4868 4.18156e-005 67.699 5.45116e-005 -84.9196 
2.71859e+008 0.389276 66.0968 0 0 0.389876 0.405901 0 0 1.01692 157.484 1 0 0.0115144 -42.857 0 180 2.67083e-005 155.576 4.52986e-006 -93.5508 4.08049e-005 67.2738 5.32732e-005 -84.8372 
2.78256e+008 0.379026 65.5855 0 0 0.389889 0.414882 0 0 1.01362 157.003 1 0 0.0114435 -42.9077 0 180 2.66222e-005 155.053 4.63227e-006 -93.6151 3.9817e-005 66.845 5.20623e-005 -84.7548 
2.84804e+008 0.368995 65.0654 0 0 0.389903 0.424038 0 0 1.0102 156.514 1 0 0.0113727 -42.9741 0 180 2.6533e-005 154.521 4.73684e-006 -93.6798 3.88514e-005 66.4132 5.08781e-005 -84.6725 
2.91505e+008 0.359176 64.5365 0 0 0.389917 0.43337 0 0 1.00665 156.016 1 0 0.0113019 -43.056 0 180 2.64404e-005 153.98 4.84361e-006 -93.7448 3.79077e-005 65.9787 4.97199e-005 -84.5904 
2.98365e+008 0.349567 63.9989 0 0 0.389932 0.442882 0 0 1.00298 155.511 1 0 0.0112311 -43.1535 0 180 2.63446e-005 153.43 4.95263e-006 -93.81 3.69853e-005 65.5418 4.8587e-005 -84.5086 
3.05386e+008 0.340162 63.4525 0 0 0.389947 0.452576 0 0 0.999172 154.997 1 0 0.01116 -43.2665 0 180 2.62453e-005 152.87 5.06392e-006 -93.8755 3.60839e-005 65.1029 4.74787e-005 -84.4271 
3.12572e+008 0.330958 62.8974 0 0 0.389962 0.462454 0 0 0.995229 154.475 1 0 0.0110886 -43.3948 0 180 2.61425e-005 152.302 5.17753e-006 -93.941 3.52029e-005 64.6626 4.63944e-005 -84.3461 
3.19927e+008 0.32195 62.3335 0 0 0.389979 0.472518 0 0 0.991149 153.945 1 0 0.011017 -43.5384 0 180 2.60362e-005 151.725 5.29351e-006 -94.0067 3.4342e-005 64.2213 4.53333e-005 -84.2656 
3.27455e+008 0.313134 61.7609 0 0 0.389995 0.482772 0 0 0.986927 153.407 1 0 0.0109448 -43.6971 0 180 2.59262e-005 151.139 5.41188e-006 -94.0723 3.35008e-005 63.7796 4.42949e-005 -84.1857 
3.3516e+008 0.304506 61.1796 0 0 0.390013 0.493217 0 0 0.982562 152.86 1 0 0.0108722 -43.8708 0 180 2.58125e-005 150.544 5.5327e-006 -94.1379 3.26788e-005 63.338 4.32785e-005 -84.1065 
3.43047e+008 0.296062 60.5897 0 0 0.390031 0.503856 0 0 0.97805 152.306 1 0 0.010799 -44.0593 0 180 2.5695e-005 149.94 5.65601e-006 -94.2034 3.18757e-005 62.8971 4.22835e-005 -84.0281 
3.51119e+008 0.2878 59.9913 0 0 0.390049 0.514691 0 0 0.97339 151.744 1 0 0.0107251 -44.2625 0 180 2.55737e-005 149.327 5.78186e-006 -94.2686 3.10911e-005 62.4576 4.13092e-005 -83.9505 
3.59381e+008 0.279714 59.3844 0 0 0.390068 0.525726 0 0 0.968578 151.173 1 0 0.0106505 -44.4802 0 180 2.54485e-005 148.705 5.91027e-006 -94.3336 3.03247e-005 62.0203 4.03551e-005 -83.8739 
3.67838e+008 0.271803 58.7692 0 0 0.390088 0.536963 0 0 0.963613 150.595 1 0 0.0105751 -44.7123 0 180 2.53193e-005 148.075 6.04131e-006 -94.3982 2.95762e-005 61.5857 3.94206e-005 -83.7982 
3.76494e+008 0.264063 58.1456 0 0 0.390109 0.548405 0 0 0.958492 150.01 1 0 0.0104989 -44.9584 0 180 2.51862e-005 147.437 6.17502e-006 -94.4623 2.88451e-005 61.1549 3.8505e-005 -83.7236 
3.85353e+008 0.25649 57.514 0 0 0.39013 0.560053 0 0 0.953214 149.416 1 0 0.0104217 -45.2183 0 180 2.5049e-005 146.79 6.31145e-006 -94.5258 2.81313e-005 60.7285 3.76078e-005 -83.6502 
3.94421e+008 0.249082 56.8743 0 0 0.390151 0.571912 0 0 0.947777 148.815 1 0 0.0103436 -45.4918 0 180 2.49078e-005 146.134 6.45064e-006 -94.5888 2.74343e-005 60.3074 3.67285e-005 -83.5779 
4.03702e+008 0.241835 56.2268 0 0 0.390174 0.583985 0 0 0.94218 148.207 1 0 0.0102645 -45.7787 0 180 2.47625e-005 145.471 6.59265e-006 -94.651 2.6754e-005 59.8928 3.58664e-005 -83.5068 
4.13201e+008 0.234748 55.5715 0 0 0.390197 0.596273 0 0 0.936421 147.592 1 0 0.0101843 -46.0787 0 180 2.46131e-005 144.799 6.73753e-006 -94.7124 2.609e-005 59.4855 3.50211e-005 -83.437 
4.22924e+008 0.227816 54.9087 0 0 0.39022 0.608781 0 0 0.9305 146.969 1 0 0.010103 -46.3914 0 180 2.44595e-005 144.12 6.88533e-006 -94.7729 2.54421e-005 59.0866 3.4192e-005 -83.3685 
4.32876e+008 0.221038 54.2386 0 0 0.390245 0.621512 0 0 0.924415 146.34 1 0 0.0100206 -46.7166 0 180 2.43018e-005 143.433 7.0361e-006 -94.8324 2.48101e-005 58.6972 3.33787e-005 -83.3013 
4.43062e+008 0.214411 53.5613 0 0 0.39027 0.634468 0 0 0.918167 145.704 1 0 0.00993701 -47.054 0 180 2.41399e-005 142.738 7.18991e-006 -94.8908 2.41937e-005 58.3185 3.25805e-005 -83.2355 
4.53488e+008 0.207933 52.877 0 0 0.390296 0.647655 0 0 0.911755 145.062 1 0 0.00985223 -47.4031 0 180 2.3974e-005 142.037 7.34681e-006 -94.948 2.35926e-005 57.9517 3.1797e-005 -83.1709 
4.64159e+008 0.201601 52.1861 0 0 0.390322 0.661074 0 0 0.90518 144.413 1 0 0.00976623 -47.7637 0 180 2.38039e-005 141.328 7.50685e-006 -95.0039 2.30068e-005 57.5982 3.10277e-005 -83.1077 
4.75081e+008 0.195412 51.4887 0 0 0.390349 0.674731 0 0 0.898442 143.758 1 0 0.00967899 -48.1354 0 180 2.36297e-005 140.613 7.67011e-006 -95.0584 2.2436e-005 57.2592 3.02722e-005 -83.0458 
4.8626e+008 0.189366 50.785 0 0 0.390377 0.688629 0 0 0.891542 143.097 1 0 0.00959051 -48.5178 0 180 2.34514e-005 139.891 7.83665e-006 -95.1114 2.188e-005 56.9361 2.953e-005 -82.985 
4.97702e+008 0.183459 50.0755 0 0 0.390406 0.702773 0 0 0.884481 142.431 1 0 0.00950076 -48.9104 0 180 2.32692e-005 139.163 8.00653e-006 -95.1629 2.13387e-005 56.6305 2.88005e-005 -82.9254 
5.09414e+008 0.17769 49.3602 0 0 0.390435 0.717166 0 0 0.87726 141.76 1 0 0.00940974 -49.313 0 180 2.30829e-005 138.429 8.17982e-006 -95.2126 2.08119e-005 56.3438 2.80835e-005 -82.8669 
5.21401e+008 0.172057 48.6396 0 0 0.390465 0.731815 0 0 0.869882 141.083 1 0 0.00931746 -49.7251 0 180 2.28928e-005 137.689 8.3566e-006 -95.2606 2.02995e-005 56.0775 2.73784e-005 -82.8093 
5.3367e+008 0.166557 47.914 0 0 0.390496 0.746722 0 0 0.862349 140.402 1 0 0.00922392 -50.1462 0 180 2.26989e-005 136.944 8.53693e-006 -95.3068 1.98015e-005 55.8333 2.66849e-005 -82.7525 
5.46228e+008 0.161189 47.1836 0 0 0.390528 0.761895 0 0 0.854663 139.716 1 0 0.00912913 -50.5759 0 180 2.25012e-005 136.195 8.7209e-006 -95.351 1.93176e-005 55.6128 2.60025e-005 -82.6964 
5.59081e+008 0.15595 46.4487 0 0 0.39056 0.777338 0 0 0.846827 139.026 1 0 0.00903312 -51.0137 0 180 2.22999e-005 135.44 8.90859e-006 -95.3932 1.88478e-005 55.4176 2.53309e-005 -82.6407 
5.72237e+008 0.15084 45.7098 0 0 0.390594 0.793057 0 0 0.838844 138.332 1 0 0.00893589 -51.4592 0 180 2.2095e-005 134.681 9.10007e-006 -95.4332 1.8392e-005 55.2496 2.46697e-005 -82.5853 
5.85702e+008 0.145857 44.9672 0 0 0.390628 0.809058 0 0 0.830719 137.635 1 0 0.00883747 -51.9119 0 180 2.18868e-005 133.919 9.29544e-006 -95.4711 1.79503e-005 55.1103 2.40185e-005 -82.5299 
5.99484e+008 0.140998 44.2212 0 0 0.390662 0.825347 0 0 0.822454 136.934 1 0 0.0087379 -52.3713 0 180 2.16752e-005 133.152 9.49478e-006 -95.5068 1.75224e-005 55.0015 2.33769e-005 -82.4742 
6.13591e+008 0.136262 43.4722 0 0 0.390698 0.841931 0 0 0.814055 136.23 1 0 0.00863721 -52.8369 0 180 2.14604e-005 132.383 9.69819e-006 -95.5402 1.71085e-005 54.925 2.27446e-005 -82.4178 
6.28029e+008 0.131647 42.7206 0 0 0.390735 0.858816 0 0 0.805526 135.524 1 0 0.00853543 -53.3082 0 180 2.12426e-005 131.61 9.90577e-006 -95.5711 1.67085e-005 54.8824 2.21214e-005 -82.3605 
6.42807e+008 0.127152 41.9667 0 0 0.390772 0.87601 0 0 0.796871 134.815 1 0 0.00843262 -53.7847 0 180 2.1022e-005 130.836 1.01176e-005 -95.5997 1.63224e-005 54.8755 2.15068e-005 -82.3018 
6.57933e+008 0.122775 41.2109 0 0 0.39081 0.893521 0 0 0.788097 134.104 1 0 0.00832882 -54.266 0 180 2.07986e-005 130.059 1.03338e-005 -95.6258 1.59503e-005 54.906 2.09006e-005 -82.2413 
6.73415e+008 0.118514 40.4536 0 0 0.390849 0.911356 0 0 0.779208 133.392 1 0 0.00822409 -54.7514 0 180 2.05727e-005 129.281 1.05545e-005 -95.6494 1.55922e-005 54.9753 2.03024e-005 -82.1785 
6.89261e+008 0.114368 39.6953 0 0 0.390889 0.929523 0 0 0.770211 132.678 1 0 0.00811847 -55.2405 0 180 2.03444e-005 128.501 1.07798e-005 -95.6704 1.52481e-005 55.085 1.97121e-005 -82.1128 
7.0548e+008 0.110335 38.9362 0 0 0.390929 0.948031 0 0 0.761112 131.964 1 0 0.00801203 -55.7327 0 180 2.01139e-005 127.721 1.10098e-005 -95.6889 1.49181e-005 55.2365 1.91292e-005 -82.0436 
7.22081e+008 0.106413 38.1768 0 0 0.390971 0.966888 0 0 0.751916 131.249 1 0 0.00790482 -56.2275 0 180 1.98814e-005 126.94 1.12446e-005 -95.7048 1.46023e-005 55.4311 1.85536e-005 -81.9702 
7.39072e+008 0.102601 37.4175 0 0 0.391014 0.986104 0 0 0.74263 130.533 1 0 0.00779693 -56.7245 0 180 1.96471e-005 126.16 1.14844e-005 -95.7181 1.43009e-005 55.6698 1.79851e-005 -81.8918 
7.56463e+008 0.0988968 36.6587 0 0 0.391057 1.00569 0 0 0.733262 129.818 1 0 0.00768841 -57.223 0 180 1.94112e-005 125.379 1.17292e-005 -95.7288 1.40138e-005 55.9537 1.74233e-005 -81.8077 
7.74264e+008 0.0952993 35.9007 0 0 0.391102 1.02565 0 0 0.723817 129.102 1 0 0.00757933 -57.7227 0 180 1.9174e-005 124.6 1.19793e-005 -95.7369 1.37413e-005 56.2834 1.68681e-005 -81.7169 
7.92483e+008 0.0918065 35.144 0 0 0.391147 1.046 0 0 0.714303 128.388 1 0 0.00746978 -58.2229 0 180 1.89355e-005 123.822 1.22347e-005 -95.7425 1.34834e-005 56.6594 1.63192e-005 -81.6183 
8.11131e+008 0.0884167 34.3889 0 0 0.391194 1.06675 0 0 0.704727 127.675 1 0 0.00735981 -58.7231 0 180 1.86961e-005 123.046 1.24956e-005 -95.7455 1.32404e-005 57.0819 1.57765e-005 -81.5108 
8.30218e+008 0.0851283 33.6358 0 0 0.391241 1.0879 0 0 0.695096 126.963 1 0 0.00724952 -59.2229 0 180 1.84559e-005 122.272 1.27622e-005 -95.7459 1.30123e-005 57.5509 1.52398e-005 -81.3932 
8.49753e+008 0.0819395 32.8851 0 0 0.39129 1.10948 0 0 0.685418 126.252 1 0 0.00713897 -59.7218 0 180 1.82152e-005 121.501 1.30346e-005 -95.7438 1.27993e-005 58.066 1.47088e-005 -81.2638 
8.69749e+008 0.0788486 32.1371 0 0 0.39134 1.13148 0 0 0.675699 125.543 1 0 0.00702826 -60.2192 0 180 1.79743e-005 120.732 1.33129e-005 -95.7393 1.26015e-005 58.6263 1.41834e-005 -81.1213 
8.90215e+008 0.0758537 31.3922 0 0 0.391391 1.15393 0 0 0.665948 124.837 1 0 0.00691744 -60.7147 0 180 1.77332e-005 119.967 1.35973e-005 -95.7324 1.24191e-005 59.2309 1.36634e-005 -80.9636 
9.11163e+008 0.0729533 30.6507 0 0 0.391443 1.17683 0 0 0.656171 124.133 1 0 0.00680661 -61.2079 0 180 1.74923e-005 119.206 1.38881e-005 -95.7231 1.22522e-005 59.8783 1.31487e-005 -80.7888 
9.32603e+008 0.0701453 29.9129 0 0 0.391497 1.20019 0 0 0.646375 123.432 1 0 0.00669585 -61.6983 0 180 1.72517e-005 118.449 1.41852e-005 -95.7115 1.2101e-005 60.5666 1.26392e-005 -80.5945 
9.54548e+008 0.0674281 29.1793 0 0 0.391552 1.22404 0 0 0.636569 122.733 1 0 0.00658523 -62.1854 0 180 1.70117e-005 117.696 1.4489e-005 -95.6977 1.19655e-005 61.2936 1.21347e-005 -80.378 
9.7701e+008 0.0647997 28.45 0 0 0.391608 1.24837 0 0 0.626758 122.038 1 0 0.00647484 -62.6688 0 180 1.67725e-005 116.948 1.47996e-005 -95.6818 1.18458e-005 62.0568 1.1635e-005 -80.1363 
1e+009 0.0622585 27.7254 0 0 0.391666 1.2732 0 0 0.616951 121.347 1 0 0.00636474 -63.1481 0 180 1.65344e-005 116.206 1.51172e-005 -95.6638 1.17421e-005 62.8531 1.11402e-005 -79.8658 
1.02353e+009 0.0598024 27.0057 0 0 0.391726 1.29854 0 0 0.607154 120.659 1 0 0.00625502 -63.6229 0 180 1.62974e-005 115.469 1.5442e-005 -95.6438 1.16545e-005 63.6795 1.06501e-005 -79.5625 
1.04762e+009 0.0574296 26.2913 0 0 0.391787 1.32441 0 0 0.597374 119.975 1 0 0.00614575 -64.0927 0 180 1.6062e-005 114.738 1.57741e-005 -95.6219 1.15828e-005 64.5323 1.01646e-005 -79.2214 
1.07227e+009 0.0551383 25.5823 0 0 0.391849 1.35082 0 0 0.587617 119.295 1 0 0.00603701 -64.5573 0 180 1.58281e-005 114.013 1.61138e-005 -95.5981 1.15272e-005 65.4079 9.68362e-006 -78.8371 
1.0975e+009 0.0529265 24.879 0 0 0.391914 1.37778 0 0 0.57789 118.619 1 0 0.00592887 -65.0163 0 180 1.55961e-005 113.295 1.64613e-005 -95.5727 1.14876e-005 66.3022 9.20721e-006 -78.4027 
1.12332e+009 0.0507923 24.1817 0 0 0.39198 1.4053 0 0 0.5682 117.948 1 0 0.00582139 -65.4694 0 180 1.53661e-005 112.584 1.68167e-005 -95.5457 1.14641e-005 67.2113 8.7353e-006 -77.9103 
1.14976e+009 0.0487339 23.4904 0 0 0.392048 1.43339 0 0 0.558552 117.281 1 0 0.00571464 -65.9161 0 180 1.51384e-005 111.88 1.71803e-005 -95.5171 1.14564e-005 68.1311 8.26792e-006 -77.3502 
1.17681e+009 0.0467494 22.8054 0 0 0.392119 1.46208 0 0 0.548952 116.619 1 0 0.0056087 -66.3562 0 180 1.4913e-005 111.184 1.75523e-005 -95.4871 1.14646e-005 69.0574 7.80512e-006 -76.7109 
1.2045e+009 0.0448368 22.1269 0 0 0.392191 1.49136 0 0 0.539406 115.961 1 0 0.00550361 -66.7895 0 180 1.46903e-005 110.495 1.7933e-005 -95.4558 1.14884e-005 69.9862 7.347e-006 -75.9779 
1.23285e+009 0.0429943 21.455 0 0 0.392266 1.52125 0 0 0.52992 115.309 1 0 0.00539944 -67.2157 0 180 1.44702e-005 109.814 1.83225e-005 -95.4233 1.15278e-005 70.9135 6.89374e-006 -75.1334 
1.26186e+009 0.0412199 20.7898 0 0 0.392343 1.55177 0 0 0.520498 114.662 1 0 0.00529625 -67.6344 0 180 1.42531e-005 109.141 1.8721e-005 -95.3897 1.15826e-005 71.8356 6.44557e-006 -74.1552 
1.29155e+009 0.0395117 20.1314 0 0 0.392423 1.58293 0 0 0.511146 114.02 1 0 0.00519409 -68.0455 0 180 1.40391e-005 108.477 1.91289e-005 -95.3552 1.16525e-005 72.7491 6.00285e-006 -73.0151 
1.32194e+009 0.037868 19.48 0 0 0.392505 1.61473 0 0 0.501868 113.383 1 0 0.005093 -68.4488 0 180 1.38282e-005 107.822 1.95463e-005 -95.3197 1.17375e-005 73.6505 5.56609e-006 -71.6767 
1.35305e+009 0.0362868 18.8355 0 0 0.39259 1.64719 0 0 0.492668 112.751 1 0 0.00499304 -68.844 0 180 1.36207e-005 107.176 1.99734e-005 -95.2835 1.18372e-005 74.537 5.13602e-006 -70.0931 
1.38489e+009 0.0347663 18.1981 0 0 0.392678 1.68032 0 0 0.483551 112.125 1 0 0.00489425 -69.2311 0 180 1.34167e-005 106.538 2.04106e-005 -95.2465 1.19514e-005 75.4058 4.71364e-006 -68.202 
1.41747e+009 0.0333046 17.5677 0 0 0.392769 1.71413 0 0 0.474521 111.504 1 0 0.00479667 -69.6098 0 180 1.32163e-005 105.91 2.08581e-005 -95.2091 1.20799e-005 76.2547 4.3004e-006 -65.9209 
1.45083e+009 0.0318999 16.9445 0 0 0.392863 1.74864 0 0 0.465581 110.888 1 0 0.00470034 -69.98 0 180 1.30196e-005 105.292 2.13161e-005 -95.1711 1.22224e-005 77.0816 3.89836e-006 -63.1384 
1.48497e+009 0.0305505 16.3283 0 0 0.39296 1.78384 0 0 0.456735 110.278 1 0 0.00460529 -70.3415 0 180 1.28267e-005 104.683 2.17849e-005 -95.1328 1.23787e-005 77.8848 3.51053e-006 -59.7035 
1.51991e+009 0.0292546 15.7192 0 0 0.393061 1.81976 0 0 0.447986 109.673 1 0 0.00451156 -70.6943 0 180 1.26378e-005 104.084 2.22648e-005 -95.0941 1.25486e-005 78.6631 3.14131e-006 -55.4123 
1.55568e+009 0.0280105 15.1171 0 0 0.393166 1.85639 0 0 0.439337 109.073 1 0 0.00441917 -71.0384 0 180 1.24529e-005 103.494 2.2756e-005 -95.0554 1.27319e-005 79.4154 2.79722e-006 -49.9959 
1.59228e+009 0.0268163 14.5219 0 0 0.393274 1.89376 0 0 0.43079 108.479 1 0 0.00432814 -71.3735 0 180 1.2272e-005 102.915 2.32588e-005 -95.0165 1.29283e-005 80.141 2.48783e-006 -43.1228 
1.62975e+009 0.0256705 13.9337 0 0 0.393387 1.93186 0 0 0.422348 107.89 1 0 0.0042385 -71.6997 0 180 1.20954e-005 102.346 2.37734e-005 -94.9776 1.31376e-005 80.8393 2.22684e-006 -34.4519 
1.6681e+009 0.0245714 13.3522 0 0 0.393504 1.97071 0 0 0.414013 107.306 1 0 0.00415027 -72.0169 0 180 1.1923e-005 101.788 2.43003e-005 -94.9389 1.33596e-005 81.5102 2.03221e-006 -23.7973 
1.70735e+009 0.0235174 12.7775 0 0 0.393625 2.0103 0 0 0.405788 106.728 1 0 0.00406347 -72.3252 0 180 1.1755e-005 101.239 2.48395e-005 -94.9002 1.35942e-005 82.1536 1.92352e-006 -11.4299 
1.74753e+009 0.0225068 12.2093 0 0 0.39375 2.05066 0 0 0.397673 106.155 1 0 0.0039781 -72.6244 0 180 1.15913e-005 100.701 2.53916e-005 -94.8619 1.38412e-005 82.7697 1.91496e-006 1.70142 
1.78865e+009 0.0215382 11.6476 0 0 0.393881 2.09177 0 0 0.38967 105.587 1 0 0.00389417 -72.9147 0 180 1.1432e-005 100.174 2.59566e-005 -94.8239 1.41004e-005 83.3589 2.00748e-006 14.2534 
1.83074e+009 0.0206099 11.0922 0 0 0.394016 2.13365 0 0 0.381781 105.023 1 0 0.00381171 -73.196 0 180 1.12773e-005 99.6577 2.6535e-005 -94.7863 1.43718e-005 83.9217 2.18812e-006 25.1864 
1.87382e+009 0.0197206 10.5429 0 0 0.394157 2.1763 0 0 0.374007 104.465 1 0 0.0037307 -73.4683 0 180 1.1127e-005 99.152 2.71271e-005 -94.7491 1.46553e-005 84.4586 2.43735e-006 34.1372 
1.91791e+009 0.0188688 9.99953 0 0 0.394303 2.21972 0 0 0.366348 103.912 1 0 0.00365116 -73.7318 0 180 1.09814e-005 98.657 2.77331e-005 -94.7126 1.49507e-005 84.9704 2.73657e-006 41.2461 
1.96304e+009 0.018053 9.46194 0 0 0.394455 2.26392 0 0 0.358806 103.363 1 0 0.00357308 -73.9864 0 180 1.08403e-005 98.173 2.83534e-005 -94.6766 1.52581e-005 85.4579 3.07139e-006 46.8453 
2.00923e+009 0.017272 8.92992 0 0 0.394613 2.30889 0 0 0.351381 102.819 1 0 0.00349647 -74.2323 0 180 1.07038e-005 97.6999 2.89883e-005 -94.6413 1.55773e-005 85.922 3.43163e-006 51.2729 
2.05651e+009 0.0165243 8.40325 0 0 0.394777 2.35463 0 0 0.344074 102.28 1 0 0.00342131 -74.4695 0 180 1.0572e-005 97.2379 2.96382e-005 -94.6067 1.59084e-005 86.3634 3.81041e-006 54.8075 
2.1049e+009 0.0158086 7.88172 0 0 0.394948 2.40114 0 0 0.336884 101.745 1 0 0.00334761 -74.6981 0 180 1.04448e-005 96.787 3.03033e-005 -94.5728 1.62514e-005 86.7833 4.20306e-006 57.6619 
2.15443e+009 0.0151238 7.36509 0 0 0.395125 2.44842 0 0 0.329813 101.214 1 0 0.00327536 -74.9183 0 180 1.03223e-005 96.3472 3.09841e-005 -94.5398 1.66062e-005 87.1824 4.60641e-006 59.9937 
2.20513e+009 0.0144685 6.85312 0 0 0.395309 2.49645 0 0 0.322858 100.688 1 0 0.00320455 -75.1301 0 180 1.02045e-005 95.9186 3.16808e-005 -94.5077 1.69731e-005 87.5618 5.01831e-006 61.9192 
2.25702e+009 0.0138417 6.34557 0 0 0.395501 2.54524 0 0 0.316022 100.165 1 0 0.00313516 -75.3336 0 180 1.00913e-005 95.5013 3.23939e-005 -94.4765 1.7352e-005 87.9224 5.43724e-006 63.5246 
2.31013e+009 0.0132421 5.84217 0 0 0.3957 2.59478 0 0 0.309303 99.6468 1 0 0.0030672 -75.5291 0 180 9.98293e-006 95.0952 3.31236e-005 -94.4462 1.77429e-005 88.2651 5.86215e-006 64.8744 
2.36449e+009 0.0126686 5.34267 0 0 0.395907 2.64505 0 0 0.302701 99.132 1 0 0.00300064 -75.7165 0 180 9.87921e-006 94.7005 3.38704e-005 -94.4169 1.81462e-005 88.5909 6.29231e-006 66.0175 
2.42013e+009 0.0121203 4.8468 0 0 0.396122 2.69605 0 0 0.296215 98.6209 1 0 0.00293547 -75.8961 0 180 9.78019e-006 94.3171 3.46346e-005 -94.3886 1.85617e-005 88.9006 6.72721e-006 66.9913 
2.47708e+009 0.0115959 4.35427 0 0 0.396346 2.74776 0 0 0.289846 98.1133 1 0 0.00287167 -76.068 0 180 9.68588e-006 93.9451 3.54166e-005 -94.3613 1.89898e-005 89.1952 7.16648e-006 67.8248 
2.53536e+009 0.0110946 3.86481 0 0 0.396578 2.80016 0 0 0.283591 97.6091 1 0 0.00280924 -76.2324 0 180 9.59628e-006 93.5845 3.62168e-005 -94.3351 1.94306e-005 89.4755 7.60987e-006 68.5411 
2.59502e+009 0.0106154 3.37814 0 0 0.39682 2.85324 0 0 0.277451 97.1081 1 0 0.00274814 -76.3894 0 180 9.51138e-006 93.2353 3.70355e-005 -94.31 1.98842e-005 89.7423 8.05722e-006 69.1583 
2.65609e+009 0.0101574 2.89395 0 0 0.397071 2.90697 0 0 0.271424 96.6102 1 0 0.00268837 -76.5392 0 180 9.43117e-006 92.8976 3.78732e-005 -94.286 2.03508e-005 89.9963 8.50844e-006 69.691 
2.71859e+009 0.00971958 2.41196 0 0 0.397331 2.96134 0 0 0.26551 96.1151 1 0 0.00262991 -76.6819 0 180 9.35566e-006 92.5714 3.87303e-005 -94.2631 2.08308e-005 90.2384 8.96347e-006 70.151 
2.78256e+009 0.00930117 1.93186 0 0 0.397602 3.01631 0 0 0.259707 95.6229 1 0 0.00257273 -76.8178 0 180 9.28484e-006 92.2566 3.96072e-005 -94.2413 2.13243e-005 90.4692 9.42229e-006 70.548 
2.84804e+009 0.00890133 1.45336 0 0 0.397883 3.07187 0 0 0.254015 95.1332 1 0 0.00251682 -76.9469 0 180 9.2187e-006 91.9533 4.05043e-005 -94.2206 2.18315e-005 90.6894 9.88492e-006 70.8901 
2.91505e+009 0.00851926 0.976157 0 0 0.398174 3.12798 0 0 0.248432 94.6461 1 0 0.00246215 -77.0696 0 180 9.15724e-006 91.6615 4.1422e-005 -94.2011 2.23528e-005 90.8997 1.03514e-005 71.1839 
2.98365e+009 0.00815418 0.499936 0 0 0.398477 3.18461 0 0 0.242957 94.1612 1 0 0.00240871 -77.1859 0 180 9.10046e-006 91.3811 4.23608e-005 -94.1828 2.28885e-005 91.1006 1.08217e-005 71.4351 
3.05386e+009 0.00780537 0.0243924 0 0 0.398791 3.24173 0 0 0.237589 93.6785 1 0 0.00235647 -77.2962 0 180 9.04836e-006 91.1122 4.33211e-005 -94.1655 2.34388e-005 91.2927 1.12959e-005 71.6483 
3.12572e+009 0.00747211 -0.450782 0 0 0.399117 3.29929 0 0 0.232326 93.1978 1 0 0.00230542 -77.4004 0 180 9.00092e-006 90.8547 4.43033e-005 -94.1494 2.40041e-005 91.4766 1.17742e-005 71.8276 
3.19927e+009 0.00715372 -0.925899 0 0 0.399455 3.35725 0 0 0.227168 92.7189 1 0 0.00225552 -77.4989 0 180 8.95816e-006 90.6085 4.5308e-005 -94.1344 2.45847e-005 91.6527 1.22565e-005 71.9764 
3.27455e+009 0.00684955 -1.40127 0 0 0.399805 3.41558 0 0 0.222113 92.2417 1 0 0.00220677 -77.5919 0 180 8.92006e-006 90.3737 4.63355e-005 -94.1206 2.51809e-005 91.8215 1.27429e-005 72.0977 
3.3516e+009 0.00655898 -1.8772 0 0 0.400168 3.47422 0 0 0.21716 91.7661 1 0 0.00215913 -77.6795 0 180 8.88664e-006 90.1501 4.73864e-005 -94.1078 2.57932e-005 91.9835 1.32335e-005 72.194 
3.43047e+009 0.0062814 -2.354 0 0 0.400543 3.53313 0 0 0.212307 91.2919 1 0 0.00211259 -77.762 0 180 8.85788e-006 89.9378 4.8461e-005 -94.0961 2.6422e-005 92.139 1.37283e-005 72.2675 
